Gene,cond1,cond2,cond3,cond4,cond5,cond6,cond7,cond8,cond9,cond10,cond11,cond12,cond13,cond14,cond15,cond16,cond17
YJL113W,195,161,139,161,179,208,195,230,195,139,179,161,179,208,179,161,161
YJL114W,110,69,69,69,69,69,110,69,69,0,0,0,69,110,69,0,69
YJL115W,208,230,309,277,161,179,139,110,179,0,69,264,256,195,139,139,161
YJL116C,256,161,69,69,0,69,69,110,139,0,0,69,69,110,110,0,110
YJL118W,161,139,208,248,240,256,208,208,208,161,220,230,240,240,195,179,161
YJL127C,139,110,110,110,139,139,110,110,139,0,0,110,110,110,0,110,110
YJL128C,256,230,248,230,230,264,230,240,264,139,69,248,256,230,208,208,240
YJL131C,230,161,139,161,161,179,179,195,220,161,195,220,220,220,195,195,230
YJL132W,271,139,139,220,195,230,230,230,248,139,220,220,230,195,195,208,230
YJL136C,464,439,490,476,474,444,450,465,455,502,452,462,441,503,462,472,458
YJL137C,179,161,69,179,220,240,208,220,195,139,139,161,195,195,195,179,161
YJL140W,340,350,347,347,378,361,340,381,374,300,318,353,356,383,356,356,356
YJL141C,264,161,161,195,161,195,179,179,208,110,69,179,195,195,195,161,179
YJL142C,326,208,208,208,195,195,195,208,256,208,161,248,240,248,230,230,277
YJL144W,264,69,69,110,139,139,139,139,69,69,69,69,69,69,110,110,110
YJL147C,69,69,69,69,69,69,110,69,110,69,69,69,110,69,69,69,69
YJL151C,463,455,470,462,453,457,444,483,445,444,454,432,420,473,454,442,429
YJL152W,361,376,378,369,387,366,347,401,401,381,353,383,374,403,383,401,378
YJL155C,230,179,195,208,220,230,248,220,277,230,161,256,240,208,230,256,283
YJL157C,230,240,179,195,248,304,283,358,366,389,395,333,314,304,314,322,374
YJL158C,417,419,491,486,474,474,467,476,439,485,487,464,457,499,462,464,454
YJL161W,161,161,110,110,139,161,139,110,139,69,110,161,139,69,110,139,139
YJL163C,139,0,0,69,69,69,0,69,139,69,110,110,110,69,110,110,110
YJL164C,318,195,161,195,220,230,195,248,256,256,289,277,277,277,277,264,277
YJL165C,208,195,195,161,208,208,179,230,230,110,139,195,195,195,195,161,179
YJL171C,283,179,240,271,230,256,240,240,256,256,256,277,300,264,248,256,283
YJL172W,220,161,161,161,110,139,161,179,208,208,240,230,248,208,208,195,220
YJL173C,337,347,406,419,404,381,343,326,350,366,383,404,371,378,356,340,337
YJL176C,161,195,220,240,264,264,230,264,220,179,230,230,240,240,220,195,195
YJL177W,518,501,544,514,509,494,480,529,484,548,511,493,478,563,516,509,496
YJL181W,161,220,271,230,195,220,179,161,179,195,283,248,220,220,195,161,179
YJL187C,110,139,240,230,195,179,139,110,110,139,208,208,195,139,139,69,69
YJL188C,289,289,314,304,314,294,277,333,314,385,330,322,309,347,330,337,326
YJL189W,536,514,556,533,554,526,514,555,501,587,538,515,491,559,523,526,528
YJL190C,481,481,505,493,501,470,457,507,473,542,490,482,463,518,489,499,491
YJL191W,445,423,429,420,447,467,450,464,434,434,381,425,409,473,432,420,413
YJL192C,356,376,371,353,376,381,378,381,376,322,271,371,366,378,358,347,358
YJL194W,110,230,161,139,139,195,161,139,230,195,161,179,179,161,139,139,208
YJL195C,0,110,0,0,0,69,0,0,110,0,69,0,69,0,0,0,0
YJL196C,300,294,343,322,240,256,230,230,271,271,322,300,304,283,283,289,294
YJL201W,256,264,326,322,289,322,283,309,277,240,318,277,294,326,300,248,230
YJL202C,230,230,208,240,195,256,230,271,240,179,240,208,240,256,248,220,230
YJL206C,264,208,208,179,195,195,195,208,195,110,179,139,179,208,161,161,161
YJL209W,195,195,179,208,208,248,195,240,220,161,208,195,195,208,195,179,179
YJL210W,110,69,0,139,139,139,110,110,179,110,139,179,179,161,139,139,139
YJL211C,0,0,0,0,69,69,0,0,69,0,0,69,110,0,0,0,0
YJL212C,139,195,110,230,230,230,195,179,220,139,179,208,240,179,195,208,208
YJL213W,110,0,110,110,69,0,0,0,69,0,69,69,110,110,110,110,110
YJL214W,69,0,69,0,0,0,0,0,69,0,0,69,69,69,0,69,69
YJL218W,220,139,179,195,161,179,161,139,195,139,0,248,220,195,161,139,179
YJL219W,330,271,277,256,220,230,208,208,195,0,0,161,195,220,208,161,179
YJL221C,256,179,161,179,195,179,161,179,208,0,69,161,179,139,179,161,161
YJL225C,322,326,353,347,358,309,304,300,356,378,326,366,340,330,322,333,347
YJR002W,289,347,330,326,340,326,333,369,337,271,309,304,318,314,318,283,294
YJR004C,248,277,264,248,220,283,220,277,240,208,277,240,264,277,277,256,318
YJR006W,230,220,289,271,248,264,248,230,240,161,139,271,264,230,220,195,208
YJR008W,208,110,69,69,69,69,69,69,110,0,0,110,110,69,69,69,110
YJR009C,476,462,485,480,480,480,478,493,458,546,512,484,467,507,467,482,498
YJR010W,161,69,139,256,330,353,248,195,161,69,161,179,220,179,179,179,195
YJR015W,353,343,337,353,318,364,347,389,353,304,358,322,340,385,376,322,322
YJR016C,277,343,366,358,389,371,356,419,404,383,374,387,391,389,385,399,391
YJR017C,343,356,358,353,353,347,337,383,371,294,304,337,337,366,350,337,326
YJR019C,230,179,220,208,220,208,179,195,195,69,0,179,179,208,208,179,179
YJR025C,383,378,358,366,330,304,294,309,333,330,337,376,371,381,381,389,403
YJR026W,385,381,383,401,378,371,371,393,381,347,393,371,383,403,376,369,430
YJR027W,369,366,376,381,389,358,350,387,366,391,383,369,371,387,356,371,428
YJR028W,383,383,381,389,371,366,361,385,378,300,358,364,378,409,358,369,428
YJR029W,389,364,391,389,403,374,383,371,383,385,300,393,393,399,350,381,436
YJR030C,69,110,179,139,0,69,0,0,69,0,0,139,110,69,69,0,69
YJR033C,110,69,0,69,110,110,110,110,161,0,110,139,161,69,69,110,110
YJR036C,69,0,0,0,69,0,0,0,69,0,0,69,69,0,0,69,0
YJR039W,208,179,161,195,179,208,195,248,220,161,208,195,179,179,195,161,161
YJR043C,230,264,314,309,271,289,271,264,248,139,256,271,277,240,230,179,220
YJR047C,256,240,283,356,387,364,347,347,347,300,283,277,256,256,230,220,195
YJR048W,333,283,304,347,353,343,304,289,378,361,333,374,391,376,387,409,416
YJR050W,294,283,300,289,289,289,277,326,309,271,289,289,289,314,309,283,294
YJR052W,161,161,161,139,139,139,139,179,161,110,139,139,161,110,161,139,139
YJR055W,208,208,179,179,179,179,179,179,208,0,0,161,195,110,139,110,161
YJR066W,195,240,230,208,220,220,195,248,230,161,195,195,220,220,208,179,195
YJR072C,361,343,376,389,337,358,356,374,356,364,358,347,350,381,376,353,343
YJR073C,369,337,322,309,240,248,230,240,256,208,248,264,271,256,264,256,256
YJR075W,322,356,333,371,343,314,343,314,374,322,309,356,358,333,353,353,340
YJR077C,356,376,374,378,371,397,374,417,376,366,385,350,358,366,374,350,347
YJR078W,220,208,179,179,161,139,110,110,139,69,110,139,139,139,110,69,110
YJR079W,195,195,161,139,179,195,179,179,230,0,0,195,230,179,179,179,208
YJR080C,366,347,337,333,318,369,353,356,330,309,304,326,343,366,343,314,330
YJR091C,294,240,248,277,271,300,271,318,289,248,300,271,277,271,271,240,248
YJR092W,69,139,110,110,240,230,220,283,289,179,139,179,230,208,230,230,208
YJR093C,256,248,277,248,240,256,240,256,289,0,0,220,277,230,208,195,240
YJR094C,195,110,110,69,69,69,69,110,110,0,0,69,69,110,69,69,69
YJR094W-A,468,445,481,466,454,444,451,452,448,509,429,466,454,482,448,467,488
YJR095W,110,0,69,0,69,0,0,69,0,0,0,0,0,69,0,0,69
YJR096W,333,248,230,248,220,230,220,230,230,208,248,248,240,240,230,220,240
YJR098C,69,0,69,69,69,69,69,69,139,69,69,110,110,110,110,69,69
YJR099W,271,220,208,240,256,240,240,208,264,195,208,240,256,230,220,240,248
YJR105W,391,393,411,393,395,381,378,406,411,369,347,395,393,409,381,393,389
YJR107W,240,208,179,179,161,179,179,161,248,110,110,195,220,139,179,179,195
YJR109C,248,277,277,289,326,330,326,333,322,300,314,330,371,378,358,369,374
YJR110W,161,139,110,195,195,240,208,195,179,69,161,161,195,179,195,139,139
YJR112W,220,220,271,318,309,304,283,248,271,208,240,277,304,318,300,277,248
YJR115W,195,195,240,256,240,230,195,220,179,161,139,139,161,179,179,161,139
YJR116W,256,248,294,283,220,208,179,208,220,161,230,230,230,220,208,161,161
YJR117W,337,309,326,330,300,333,314,347,314,300,353,314,322,340,322,300,304
YJR118C,139,179,195,195,179,179,139,195,230,69,139,240,248,208,195,195,220
YJR119C,110,110,0,0,69,69,0,0,69,0,0,0,0,0,0,0,0
YJR120W,179,161,179,161,179,179,179,179,179,110,0,161,179,195,161,161,179
YJR123W,457,442,481,476,500,455,460,468,456,550,490,481,462,488,457,490,488
YJR126C,208,208,179,195,195,179,220,179,240,195,179,230,230,161,179,208,208
YJR127C,179,208,179,195,248,230,208,208,220,161,179,195,208,161,179,179,179
YJR129C,230,230,240,208,208,220,208,240,230,195,208,220,220,230,220,220,208
YJR131W,110,69,0,69,69,110,69,110,110,0,0,69,110,69,0,69,69
YJR132W,220,230,179,161,208,230,240,220,248,0,0,0,240,195,179,179,208
YJR137C,179,195,195,271,340,314,277,248,230,179,220,248,283,248,256,256,277
YJR139C,337,337,343,353,378,309,347,309,385,369,314,389,378,350,340,393,383
YJR142W,314,289,277,283,283,300,283,314,283,256,300,277,283,283,283,264,271
YJR145C,442,423,462,443,465,429,437,428,437,496,364,455,447,451,419,457,467
YJR146W,110,69,139,110,0,69,69,0,110,0,0,69,110,0,69,69,69
YJR148W,371,364,378,343,309,289,289,322,371,378,371,389,383,356,356,358,385
YJR149W,161,69,69,69,69,69,69,69,161,69,110,110,110,69,110,69,110
YJR150C,139,69,139,264,322,330,322,309,271,230,230,179,179,179,161,110,110
YJR151C,264,179,195,208,208,230,248,256,240,208,230,208,208,208,220,179,179
YJR155W,208,230,256,240,208,179,139,161,179,161,208,220,208,195,179,179,179
YJR156C,304,277,256,256,230,248,220,264,230,161,208,195,195,230,208,195,195
YJR157W,139,161,139,139,110,110,69,110,139,0,0,69,110,69,69,69,69
YJR158W,139,69,110,110,69,69,69,69,139,0,0,0,139,69,0,69,69
YJR159W,240,139,161,179,139,139,161,139,161,69,0,161,179,139,161,161,161
YJR160C,161,110,110,139,69,110,110,69,110,0,0,69,110,69,69,69,110
YJR162C,139,161,139,161,139,179,161,139,69,69,139,69,69,179,179,110,69
YKL001C,264,256,283,374,387,385,333,283,264,277,333,314,330,333,318,304,340
YKL006C-A,300,343,309,304,337,318,300,337,337,304,314,318,318,318,326,318,330
YKL006W,469,437,488,462,436,411,403,467,419,488,437,437,436,469,428,448,447
YKL008C,230,283,304,309,304,309,304,256,300,220,240,322,333,264,256,271,264
YKL016C,441,416,433,433,439,458,441,483,433,456,452,420,411,454,447,433,430
YKL017C,195,161,161,179,161,179,161,208,179,110,179,161,179,161,161,139,139
YKL018W,161,179,139,139,110,139,110,195,195,110,139,161,179,161,139,161,139
YKL020C,179,161,161,161,195,195,179,161,208,161,0,161,195,161,139,161,179
YKL026C,220,161,69,161,161,110,139,69,179,110,110,139,161,69,110,139,161
YKL027W,208,248,230,240,256,220,248,220,256,195,161,240,248,195,230,240,240
YKL029C,330,381,422,416,417,413,399,420,364,364,369,353,358,403,387,364,343
YKL030W,314,369,391,399,416,376,366,409,397,393,350,378,385,406,393,401,366
YKL031W,161,110,69,110,110,69,69,110,69,0,0,69,69,110,69,0,69
YKL032C,240,304,314,340,366,353,330,347,300,195,256,271,304,337,326,264,289
YKL033W,161,161,139,139,110,195,195,179,161,0,0,139,161,139,139,110,110
YKL036C,0,0,0,0,69,0,69,69,110,0,0,69,110,69,0,69,69
YKL037W,69,0,69,69,69,110,69,69,69,69,110,69,69,110,69,69,69
YKL042W,139,195,283,248,208,230,179,161,161,220,283,264,248,230,195,161,139
YKL043W,256,179,248,256,283,289,309,364,343,322,322,304,309,337,337,300,326
YKL044W,69,69,139,139,110,139,139,195,179,69,161,139,139,161,139,110,139
YKL045W,256,300,371,340,271,304,277,248,271,240,283,314,309,304,256,256,256
YKL046C,361,326,376,358,283,340,350,350,364,333,283,366,381,358,343,343,356
YKL050C,69,0,69,69,69,69,69,69,69,0,0,69,110,69,0,0,0
YKL055C,0,69,69,69,69,0,0,69,0,0,69,0,69,69,69,0,0
YKL056C,462,467,488,476,497,452,441,489,477,547,478,490,471,491,470,502,491
YKL057C,230,277,230,248,271,277,256,300,283,220,256,256,264,264,271,248,248
YKL059C,322,256,248,289,220,318,314,304,283,220,277,277,294,314,289,264,264
YKL060C,484,447,500,482,468,468,470,467,453,549,475,475,464,493,458,484,493
YKL066W,333,289,322,371,361,326,309,256,300,369,340,374,304,330,256,347,347
YKL067W,330,309,337,369,350,294,264,230,318,326,340,389,371,330,326,337,347
YKL068W,304,326,304,322,326,350,340,376,318,248,314,283,314,318,326,264,264
YKL076C,406,347,406,376,387,347,350,369,385,381,350,381,371,399,374,374,389
YKL078W,271,347,300,289,318,333,314,340,294,240,240,240,256,277,277,248,240
YKL086W,161,110,110,161,110,110,0,0,0,0,0,0,0,0,0,0,0
YKL087C,350,343,304,326,333,361,330,361,326,304,337,318,314,337,330,304,304
YKL089W,161,240,248,220,230,220,179,195,208,195,220,248,240,230,220,179,179
YKL091C,289,139,110,139,161,161,161,179,220,139,69,230,248,230,208,220,230
YKL092C,161,179,248,230,230,256,230,195,208,208,230,256,248,230,230,195,195
YKL095W,110,139,0,110,110,139,139,161,110,0,110,69,110,110,69,69,69
YKL096W,240,179,220,289,340,350,343,361,356,353,371,383,376,395,391,371,343
YKL096W-A,512,504,549,528,525,513,502,537,487,574,521,509,488,553,516,528,508
YKL100C,248,195,139,195,208,230,240,220,277,179,179,248,277,230,240,248,271
YKL101W,220,256,364,361,347,326,309,256,271,294,366,385,374,318,314,277,289
YKL102C,69,0,69,0,69,0,69,69,69,0,0,0,69,0,0,0,69
YKL103C,289,220,195,179,161,161,139,69,179,195,256,264,264,240,230,230,230
YKL105C,240,179,179,248,208,256,208,195,195,110,208,179,195,195,161,110,69
YKL107W,69,69,0,69,69,0,0,0,0,0,0,0,0,0,0,0,0
YKL108W,195,230,294,240,110,179,139,110,161,69,161,230,220,161,110,69,110
YKL109W,300,240,289,322,318,337,347,356,356,326,289,330,337,304,358,364,376
YKL112W,289,240,304,314,314,326,318,326,294,256,326,300,333,347,337,294,271
YKL113C,208,277,364,350,300,248,208,195,240,277,314,337,309,248,220,195,208
YKL115C,195,195,195,208,161,195,161,195,179,139,179,139,161,179,161,139,161
YKL116C,179,195,179,161,179,179,139,179,240,240,230,230,208,161,179,179,220
YKL118W,139,139,139,110,69,110,139,69,139,0,0,110,139,110,110,69,110
YKL121W,230,110,69,139,110,139,139,139,161,161,179,161,179,161,161,161,139
YKL123W,416,358,397,385,340,361,358,358,322,300,374,314,330,389,374,314,337
YKL127W,230,230,300,330,264,289,283,271,248,248,309,304,314,300,283,248,230
YKL129C,230,195,139,161,208,220,220,271,240,195,195,161,179,195,220,208,208
YKL133C,139,110,69,69,110,69,69,69,110,0,69,110,139,0,110,110,139
YKL134C,69,69,0,69,110,110,69,0,69,0,69,69,139,69,69,0,0
YKL139W,161,195,110,179,208,220,208,161,208,110,161,179,195,110,161,179,179
YKL143W,220,314,256,264,271,277,271,318,309,195,220,248,271,277,271,264,264
YKL144C,340,361,378,347,283,337,366,337,361,300,208,343,356,322,343,340,337
YKL146W,277,256,277,277,264,264,271,248,289,220,248,277,283,264,283,240,271
YKL147C,69,0,69,0,0,0,69,0,0,0,0,0,69,69,0,0,0
YKL150W,309,264,230,283,309,314,300,283,353,333,340,343,337,294,318,343,347
YKL151C,300,230,179,179,179,161,195,179,240,240,230,256,248,230,230,248,256
YKL152C,475,454,485,476,490,452,462,452,468,561,488,493,470,493,482,508,495
YKL153W,437,441,469,463,473,450,443,481,450,551,484,478,447,499,487,496,471
YKL154W,326,343,309,337,356,364,347,387,347,300,330,333,337,383,364,330,337
YKL156W,455,476,488,485,481,468,462,496,458,520,484,468,452,499,473,485,463
YKL158W,69,69,0,69,0,69,69,0,69,0,0,69,110,139,69,0,69
YKL161C,161,69,110,161,139,179,208,179,195,208,271,256,256,195,179,161,179
YKL163W,385,322,264,294,230,256,271,271,300,322,353,330,343,322,318,304,337
YKL164C,406,403,330,369,371,393,318,289,403,492,460,422,399,395,358,371,422
YKL166C,283,300,264,294,277,289,283,304,294,264,277,277,294,271,289,271,277
YKL169C,326,366,300,326,300,337,326,366,347,340,369,343,333,340,361,337,340
YKL171W,179,110,110,161,110,161,161,139,139,0,0,110,139,139,139,110,139
YKL173W,161,161,110,161,139,161,179,179,179,110,139,139,179,139,161,139,139
YKL177W,208,179,161,139,69,139,139,161,208,161,277,240,248,208,208,208,256
YKL178C,161,179,139,110,110,110,110,139,208,195,264,248,240,195,277,248,318
YKL180W,488,477,502,495,494,470,468,501,462,532,489,485,457,498,471,479,472
YKL182W,350,356,393,369,326,340,318,304,350,322,314,366,364,314,309,337,353
YKL185W,283,240,208,230,248,264,230,271,353,391,374,322,314,264,248,283,353
YKL187C,69,69,0,69,69,69,69,110,110,0,69,69,69,0,69,69,69
YKL190W,361,361,337,350,350,343,333,361,356,369,366,369,364,358,374,361,361
YKL191W,385,399,385,385,358,381,366,409,366,343,353,333,343,387,381,343,340
YKL192C,455,452,429,426,416,434,422,457,426,442,452,429,416,457,443,430,423
YKL194C,139,139,0,69,0,69,110,0,139,0,0,110,161,69,69,110,110
YKL197C,161,110,69,69,139,139,139,139,161,139,139,139,139,139,139,139,110
YKL201C,161,139,110,161,161,161,139,110,139,69,110,139,161,110,110,139,161
YKL204W,283,277,248,277,294,309,289,333,271,264,277,264,256,283,277,230,248
YKL205W,208,289,230,230,248,264,248,294,277,195,248,230,248,230,248,220,230
YKL219W,179,195,139,139,139,110,110,161,208,110,110,179,195,110,139,179,179
YKL222C,110,139,69,69,69,110,139,110,110,0,69,69,110,69,69,69,69
YKL223W,69,69,110,110,69,69,69,0,69,0,69,69,69,69,69,69,0
YKL225W,110,110,110,69,0,69,0,69,0,0,0,0,0,69,69,0,69
YKR002W,283,271,248,264,314,271,264,230,294,289,294,283,283,300,256,277,277
YKR003W,230,208,139,195,179,161,139,139,195,195,208,220,230,179,179,179,195
YKR004C,195,208,110,179,179,179,161,179,179,110,161,179,179,161,179,161,139
YKR005C,139,139,0,69,0,0,0,69,69,0,69,0,0,0,0,0,0
YKR007W,289,264,289,314,264,300,283,314,289,277,304,294,277,318,300,264,271
YKR009C,161,69,69,69,69,69,69,110,139,110,110,139,110,110,69,110,139
YKR010C,208,220,220,264,300,271,264,208,208,139,161,195,264,248,248,195,195
YKR012C,322,304,343,340,277,294,277,283,248,240,314,289,289,304,294,248,256
YKR013W,389,409,494,488,401,393,333,333,283,353,442,419,403,404,371,322,314
YKR020W,248,248,230,240,248,256,248,289,256,208,230,230,230,220,230,240,230
YKR021W,208,179,179,161,139,230,264,271,256,139,69,179,195,179,208,220,208
YKR031C,195,256,179,240,277,277,256,283,256,230,264,256,264,256,256,240,248
YKR039W,300,248,195,179,230,294,304,366,383,385,378,378,401,399,391,408,389
YKR040C,0,0,0,69,69,69,69,69,0,0,0,0,0,0,69,69,0
YKR041W,0,0,0,69,139,110,161,110,0,69,69,110,69,0,110,69,0
YKR045C,220,240,208,208,230,256,230,256,220,179,195,208,179,220,179,179,161
YKR049C,429,409,408,383,350,350,340,322,326,337,358,337,322,340,340,322,322
YKR051W,179,139,110,139,179,161,179,179,220,161,179,195,220,139,179,208,179
YKR054C,110,161,69,161,161,195,208,179,195,110,161,110,139,110,69,139,110
YKR056W,271,318,283,289,294,314,309,340,304,248,264,264,283,283,300,271,256
YKR057W,462,467,482,468,493,451,444,492,464,549,475,485,461,501,477,504,484
YKR060W,264,289,264,256,240,283,294,271,289,208,220,256,283,240,248,264,271
YKR062W,277,256,240,240,248,271,283,248,256,230,277,240,240,230,264,230,248
YKR067W,220,139,139,179,195,179,195,139,208,208,195,220,208,139,139,208,208
YKR069W,240,240,208,309,326,304,220,220,208,195,208,230,248,256,264,248,256
YKR072C,314,326,326,322,314,343,322,361,309,248,289,283,289,309,309,283,271
YKR073C,69,0,69,69,0,69,69,69,69,0,0,0,69,69,0,0,69
YKR075C,195,195,264,330,294,264,256,248,283,110,195,161,179,179,208,195,240
YKR076W,161,139,0,69,69,69,69,0,0,0,69,69,110,69,69,69,69
YKR077W,179,304,300,220,208,256,179,179,208,318,347,294,264,248,220,195,230
YKR079C,240,264,208,208,240,240,256,220,271,208,220,240,248,230,240,220,248
YKR084C,283,294,283,289,283,300,289,326,294,264,289,289,277,264,289,271,264
YKR086W,139,139,139,139,139,139,161,139,195,0,0,139,179,110,139,139,161
YKR088C,248,256,220,248,256,256,277,256,271,195,230,256,283,208,230,248,256
YKR090W,161,195,248,248,220,230,230,179,208,161,220,208,230,179,195,195,179
YKR091W,240,161,230,294,294,314,300,248,264,289,326,300,277,264,283,277,294
YKR093W,220,220,161,195,248,271,264,264,330,333,322,304,326,294,294,314,318
YKR094C,467,465,480,472,498,461,425,468,448,553,488,481,457,484,468,491,486
YKR095W,309,322,283,318,340,369,337,374,337,340,353,326,333,358,361,333,322
YKR096W,304,289,289,294,304,340,314,340,294,300,318,289,283,314,314,277,271
YKR097W,248,240,208,195,161,195,161,220,179,139,161,161,161,161,179,161,161
YKR098C,195,110,0,110,110,139,110,110,139,110,161,69,110,69,69,69,69
YKR102W,110,110,110,110,69,139,110,139,139,69,139,69,110,110,69,110,69
YKR104W,69,69,69,69,69,69,69,69,69,69,69,69,69,0,69,69,69
YKR106W,139,69,69,69,0,0,0,0,69,69,0,0,0,69,69,69,0
YLL002W,139,179,271,240,195,195,110,179,208,208,248,264,230,179,179,161,161
YLL004W,161,208,161,195,208,195,179,208,220,161,139,195,208,179,195,179,179
YLL006W,161,69,69,69,0,110,139,139,139,0,0,110,139,69,110,110,110
YLL008W,330,364,366,347,371,347,369,350,364,304,304,333,356,340,350,347,353
YLL010C,69,69,0,0,0,69,69,0,0,0,0,0,69,69,0,0,0
YLL013C,69,69,0,0,69,69,69,69,69,0,0,69,69,69,0,0,69
YLL016W,69,69,0,0,0,69,69,69,0,0,0,0,0,0,0,0,0
YLL018C,289,353,326,343,353,333,347,366,356,350,318,343,343,309,314,340,326
YLL020C,289,264,256,240,264,248,248,248,283,271,230,264,264,220,230,264,277
YLL021W,208,240,304,294,304,300,283,230,240,220,271,271,294,264,256,230,208
YLL022C,264,264,347,330,289,248,256,256,240,264,304,294,294,271,248,230,230
YLL024C,443,397,401,361,361,337,314,309,304,322,277,314,333,353,376,414,417
YLL025W,179,161,161,179,195,179,179,179,161,161,179,161,179,161,139,179,179
YLL026W,350,256,161,161,161,139,161,139,208,161,179,220,220,161,179,220,248
YLL028W,340,304,264,264,309,330,347,416,403,385,356,337,358,343,361,381,369
YLL034C,283,314,318,318,314,300,318,294,314,248,264,289,326,264,277,283,277
YLL039C,376,326,248,277,314,271,277,248,304,314,304,330,326,283,294,343,358
YLL040C,248,256,139,161,195,230,208,208,240,240,240,240,248,195,208,220,208
YLL041C,314,208,195,264,300,326,283,314,318,283,326,300,300,271,283,294,304
YLL043W,195,208,195,208,230,230,208,248,230,179,195,195,248,208,208,208,195
YLL045C,399,343,423,369,369,347,364,376,371,417,366,383,387,393,374,399,404
YLL047W,240,240,179,161,161,220,208,161,139,69,110,110,139,161,161,139,139
YLL052C,69,69,69,0,0,69,69,69,110,0,0,69,69,0,0,69,0
YLL053C,179,139,139,139,139,161,139,139,179,161,139,139,161,110,110,161,139
YLL054C,69,0,0,0,0,0,0,69,69,0,0,69,69,0,0,0,0
YLL057C,139,139,110,69,0,69,0,69,69,0,0,0,0,69,69,0,0
YLL058W,230,139,161,161,161,179,179,139,179,69,69,161,161,110,139,139,139
YLL059C,69,0,0,69,69,69,69,0,0,0,0,0,0,69,0,0,0
YLL061W,110,139,139,240,264,220,139,110,139,110,110,139,161,110,139,161,179
YLL062C,161,179,161,271,300,289,208,161,179,161,195,230,230,179,179,195,240
YLL066C,389,387,419,387,397,356,358,378,389,441,395,413,395,376,350,391,395
YLL067C,411,389,438,376,414,369,364,425,403,443,391,422,393,422,401,406,409
YLR001C,326,294,230,248,248,283,264,309,271,248,283,248,230,271,271,248,248
YLR002C,195,230,195,179,161,195,195,195,240,110,139,179,240,179,195,179,208
YLR005W,309,294,294,304,294,294,309,283,309,240,289,300,309,277,289,277,283
YLR007W,283,271,277,283,294,283,283,248,294,248,277,283,283,256,264,271,248
YLR010C,220,230,161,179,195,161,161,161,179,139,139,161,161,110,139,179,161
YLR012C,69,69,0,0,0,0,0,0,69,0,0,0,0,69,0,0,0
YLR014C,139,230,161,139,110,139,161,161,161,110,139,110,139,139,161,139,139
YLR023C,208,195,179,240,208,195,220,195,208,139,179,179,195,179,161,179,161
YLR024C,110,110,0,69,69,69,69,69,69,0,69,69,110,0,69,69,69
YLR025W,350,350,330,343,369,366,358,387,347,350,356,350,353,337,350,347,337
YLR029C,504,457,525,488,511,475,484,496,471,572,500,504,479,523,500,514,504
YLR030W,139,110,161,69,69,0,69,0,69,0,0,69,110,69,69,69,69
YLR031W,277,195,139,179,179,179,161,139,161,0,139,139,161,139,161,139,161
YLR032W,330,318,374,333,294,294,283,294,271,304,353,322,289,300,277,240,248
YLR035C,139,110,69,139,139,179,161,161,139,69,161,110,110,110,139,110,69
YLR039C,289,264,230,256,264,300,277,304,264,208,277,264,248,256,264,230,240
YLR041W,248,304,240,220,220,230,230,289,326,289,271,300,322,248,277,322,330
YLR045C,139,139,230,248,294,283,264,230,208,139,220,240,271,256,256,220,208
YLR048W,393,408,426,432,450,408,409,399,411,495,426,439,422,423,389,453,429
YLR049C,139,179,230,195,179,208,139,139,230,289,304,283,264,220,195,179,256
YLR051C,347,391,353,322,371,347,340,381,358,300,314,347,343,333,347,350,353
YLR052W,309,326,300,309,322,322,300,330,333,289,304,318,314,309,300,304,300
YLR053C,179,179,179,139,161,110,161,110,161,0,0,161,161,139,139,139,139
YLR054C,161,69,110,69,0,0,0,0,0,0,0,0,0,0,69,0,0
YLR055C,161,139,110,110,110,110,139,110,179,110,110,139,161,69,110,161,161
YLR058C,350,309,333,374,364,374,356,364,337,356,366,369,383,413,404,391,378
YLR060W,326,376,358,374,381,358,356,340,378,385,350,378,383,353,340,395,371
YLR062C,378,395,413,389,425,378,378,417,409,504,417,434,411,430,428,456,426
YLR063W,195,179,139,179,161,208,179,220,161,69,110,110,161,179,161,110,69
YLR065C,378,385,409,387,374,358,385,366,366,371,364,378,376,376,356,374,371
YLR068W,330,353,385,322,376,340,353,353,356,300,277,337,322,326,326,330,333
YLR070C,220,110,69,110,69,69,110,110,139,110,139,139,139,110,139,110,110
YLR072W,314,248,230,256,264,230,248,248,283,294,264,277,277,230,264,283,264
YLR075W,451,462,462,457,475,429,429,464,442,530,461,467,449,464,439,488,477
YLR076C,481,476,500,493,489,479,469,514,472,569,508,498,469,538,510,519,488
YLR079W,271,248,256,248,264,277,248,220,314,356,337,314,304,264,271,256,318
YLR080W,264,110,69,69,69,110,69,69,139,69,139,161,139,110,139,110,139
YLR081W,69,0,0,0,0,0,0,69,0,0,0,0,0,0,69,0,0
YLR086W,161,195,139,179,195,195,195,220,208,161,161,195,208,161,195,179,179
YLR087C,139,179,110,110,139,139,139,161,161,69,139,139,139,69,110,110,110
YLR088W,240,264,240,248,264,271,256,294,256,208,240,256,248,256,256,240,230
YLR089C,208,208,220,230,220,208,220,195,248,0,110,220,240,179,161,220,208
YLR092W,69,69,110,161,139,179,69,69,69,0,0,69,69,0,69,0,69
YLR095C,350,304,353,353,343,361,343,356,314,304,337,309,322,381,340,309,304
YLR096W,220,283,230,248,240,264,264,240,256,220,256,240,256,220,230,248,240
YLR098C,161,161,110,139,139,161,139,161,139,69,139,139,161,110,161,139,139
